month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202009,92692,"mission viejo, ca",1045,3750,-680,2879,61.873585,85.46415094339622,38.283018867924525,26.5,-0.0535714285714286,-1.5,-0.5760000000000001,-36,-24.5,-0.13081483677585082,1.3682230647265192,0.8821,756950,-0.047861635220125764,0.046657250935811634,2.1627,0,8,92692
202010,92692,"mission viejo, ca",1045,3476,274,2854,63.267573,86.71360265050262,39.821542863597,25,-0.05660377358490565,-1.5,-0.5575221238938053,-31.5,-26,-0.009791581095226043,1.6183512147439236,0.9109,750000,-0.009181583988374431,0.03455410717980545,2.1429,0,8,92692
202011,92692,"mission viejo, ca",1045,2636,840,1838,68.671297,89.2848965885675,48.05769671067694,28,0.1200000000000001,3,-0.49090909090909096,-27,-28.5,0.11175927538475405,1.3747737833211051,1.0617,718000,-0.04266666666666663,-0.027100271002710064,2.0558,0,8,92692
202012,92692,"mission viejo, ca",1045,2460,176,1598,70.541297,81.8275981125561,59.25499673917214,41.5,0.4821428571428572,13.5,-0.40287769784172667,-28,-22.5,0.25778784460140947,1.4459077486737768,1.2472,736200,0.0253481894150418,-0.010483870967741948,2.1589,0,8,92692
202101,92692,"mission viejo, ca",1045,1920,540,940,73.898552,92.49482798253007,55.302275687686766,27,-0.3493975903614458,-14.5,-0.5537190082644627,-33.5,-44,0.4379063289090004,1.3890829615198856,1.167,735000,-0.0016299918500407573,-0.03219371399941673,2.1624,0,8,92692
202102,92692,"mission viejo, ca",1045,2043,-123,874,73.936565,92.07452833873677,55.79860161712433,18.5,-0.31481481481481477,-8.5,-0.3833333333333333,-11.5,-45,0.16424516054351135,2.0421827976278757,1.1481,749399.5,0.019591156462585024,-0.012518777177493723,2.155,0,8,92692
202103,92692,"mission viejo, ca",1045,2641,-598,574,69.671492,90.79239982833288,48.55058327806172,15,-0.18918918918918914,-3.5,-0.375,-9,-33,-0.056204908447642365,2.4913049776945067,1.0156,874000,0.1662671245443852,0.16618853826139168,2.4506,0,8,92692
202104,92692,"mission viejo, ca",1045,2812,-171,1009,66.678348,82.89140676712222,50.46528832301522,21,0.3999999999999999,6,-0.3731343283582089,-12.5,-19,0.05414241460084446,2.5205324211975704,1.0729,889900,0.018192219679633803,0.19529885829415705,2.3913,0,8,92692
202105,92692,"mission viejo, ca",1045,3277,-465,1981,62.277641,74.69329857383838,49.86198435822727,24,0.1428571428571428,3,-0.5789473684210527,-33,-13,-0.06111332030291672,1.66096256684492,1.0794,879900,-0.011237217664906152,0.174766355140187,2.3161,0,8,92692
202106,92692,"mission viejo, ca",1045,3570,-293,1899,60.68717,78.79523644351949,42.579103557251315,21.5,-0.10416666666666663,-2.5,-0.5700000000000001,-28.5,-14,-0.22378229454871756,0.9974185338576556,0.9628,897000,0.01943402659393123,0.08965014577259467,2.3299,0,8,92692
202107,92692,"mission viejo, ca",1045,3577,-7,1526,59.947933,76.94968075402858,42.94618425053208,24.5,0.13953488372093026,3,-0.4948453608247423,-24,-12,-0.06425161567309534,0.47973217143335356,0.998,1011500,0.1276477146042363,0.23655256723716378,2.6273,0,8,92692
202108,92692,"mission viejo, ca",1045,3277,300,-207,61.26313,81.99878215862384,40.52747754604963,24,-0.020408163265306145,-0.5,-0.1428571428571429,-4,-13.5,-0.11887379444479884,0.20448955616127873,0.9723,944950,-0.06579337617399905,0.18861635220125783,2.4837,0,8,92692
202109,92692,"mission viejo, ca",1045,3328,-51,422,61.010865,73.08159854125513,48.94013067922808,32.5,0.35416666666666674,8.5,0.2264150943396226,6,-9,0.0850012191987557,0.5035606821674816,1.11,999949.5,0.05820360865654273,0.32102450624215595,2.6314,1,8,92692
202110,92692,"mission viejo, ca",1045,2556,772,920,65.055123,76.4630370761912,53.647209846711476,32,-0.01538461538461533,-0.5,0.28,7,-11,0.053482280181017305,0.5996375163041827,1.1865,979900,-0.02005051255088386,0.3065333333333333,2.5787,1,8,92692
202111,92692,"mission viejo, ca",1045,1966,590,670,70.694876,86.52408876624123,54.865662488980874,28,-0.125,-4,0,0,-18.5,-0.06119335393653791,0.35078731956528575,1.1793,957450,-0.022910501071537914,0.3334958217270194,2.5233,1,8,92692
202112,92692,"mission viejo, ca",1045,908,1058,1552,80.677075,82.94172205905086,78.41242850517854,36.5,0.3035714285714286,8.5,-0.12048192771084343,-5,-17,0.3883575769627363,0.4910112369371422,1.774,1025000,0.07055198704893195,0.3922847052431404,2.7333,1,8,92692
202201,92692,"mission viejo, ca",1045,834,74,1086,81.726144,90.72924747866563,72.72304111714507,28,-0.23287671232876717,-8.5,0.03703703703703698,1,-33,0.2858748705812748,0.33336493677336754,1.5653,930100,-0.09258536585365851,0.2654421768707482,2.4803,0,8,92692
201908,92692,"mission viejo, ca",1045,6908,1193,-659,44.272333,65.01439661770601,23.530269344316068,56,-0.01754385964912286,-1,0.4736842105263157,18,-8,0.18730399976247591,0.49306890583737073,0.7057,710657.1428571428,0.0153695425877165,-0.011534678549074528,2.2365,1,8,92692
201909,92692,"mission viejo, ca",1045,6629,279,434,46.902736,59.79400270280142,34.01146864385113,62.5,0.1160714285714286,6.5,0.25,12.5,-3.5,0.17188421594575298,0.857966867405147,0.8447,723207.1428571428,0.01765971133357458,0.03315453715954275,2.2966,1,8,92692
201910,92692,"mission viejo, ca",1045,6330,299,620,49.031774,67.68065012079947,30.38289772311297,56.5,-0.09599999999999997,-6,0.07619047619047614,4,-9.5,-0.1043850789260864,0.5854158345141156,0.7916,724950,0.002409900344694682,0.059094229364499595,2.3126,0,8,92692
201911,92692,"mission viejo, ca",1045,4474,1856,1247,59.102418,73.96058860225313,44.244247917507614,55,-0.026548672566371723,-1.5,0.2359550561797752,10.5,-14,0.2257909657127486,0.8794239313620345,0.9808,738000,0.018001241464928652,0.06570397111913362,2.3814,1,8,92692
201912,92692,"mission viejo, ca",1045,4058,416,884,62.18355,67.98250491122725,56.384595426072124,69.5,0.26363636363636367,14.5,0.33653846153846145,17.5,-9.5,0.22120779083306874,0.9491447373843098,1.1747,744000,0.008130081300812941,0.06437768240343344,2.4804,1,8,92692
202001,92692,"mission viejo, ca",1045,2860,1198,1945,69.668625,82.32296935435882,57.01428146385005,60.5,-0.1294964028776978,-9,0.23469387755102034,11.5,-24.5,0.47210720112798144,1.2279467756761946,1.1774,759449.5,0.020765456989247255,0.08508286898128303,2.5323,1,8,92692
