month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202001,92104,"san diego, ca",356,841,-66,-244,84.647426,91.9741148467718,77.32073787563225,46,0.1499999999999999,6,0.8775510204081634,21.5,-39,0.5191941122209989,0.392389251316124,1.7227,694000,0.1424808626224381,0.06785659332204963,2.3141,1,4,92104
202002,92104,"san diego, ca",356,612,229,277,87.447722,94.85547207520634,80.03997187164588,21,-0.5434782608695652,-25,-0.17647058823529416,-4.5,-58,0.13329549217160985,0.6600773574438652,1.8564,679000,-0.021613832853025983,0.061850027367268856,2.191,0,4,92104
202003,92104,"san diego, ca",356,696,-84,332,86.839266,94.32727002194696,79.35126287988692,20,-0.04761904761904767,-1,-0.13043478260869568,-3,-38.5,-0.10550642716190539,0.5081232723791125,1.8681,709450,0.04484536082474233,0.1118412215107687,2.217,0,4,92104
202004,92104,"san diego, ca",356,660,36,901,85.8343,93.97896942708527,77.6896306552408,25.5,0.2749999999999999,5.5,0,0,-36.5,0.06495578123747414,0.75448673779771,1.7822,679500,-0.04221580097258437,0.02643504531722063,2.1167,0,4,92104
202005,92104,"san diego, ca",356,1074,-414,479,80.730656,88.16537275732699,73.29593997251217,37,0.4509803921568627,11.5,0.6818181818181819,15,-34,0.10580418891023213,1.1248691180093617,1.6012,649000,-0.04488594554819725,-0.08203677510608198,1.9667,1,4,92104
201708,92104,"san diego, ca",356,283,,,92.859234,94.14541329723005,91.5730542647005,26.5,,,,,-40,,,2.5081,599900,,,2.1502,0,4,92104
201709,92104,"san diego, ca",356,257,,,93.087415,95.0694723022501,91.10535720797928,26,,,,,-45,,,2.5243,599900,,,2.1538,1,4,92104
201710,92104,"san diego, ca",356,376,,,91.544373,96.7355901189387,86.35315645013723,23.5,,,,,-51,,,2.1199,599900,,,2.1618,1,4,92104
201711,92104,"san diego, ca",356,253,,,93.400764,95.44753652984801,91.3539907482194,30,,,,,-47.5,,,2.5553,650000,,,2.3636,0,4,92104
201712,92104,"san diego, ca",356,217,,,94.371617,96.17778105092609,92.565452737784,33,,,,,-52,,,2.7986,634900,,,2.3419,0,4,92104
201801,92104,"san diego, ca",356,186,,,95.529538,97.22931232197685,93.82976362223948,22,,,,,-68,,,3.1147,624500,,,2.2995,1,4,92104
201802,92104,"san diego, ca",356,373,,,92.294305,95.87499074279789,88.71361919573428,19.5,,,,,-65,,,2.4242,654500,,,2.3607,0,4,92104
201803,92104,"san diego, ca",356,306,,,92.867923,96.96679673120812,88.76904954722815,15,,,,,-50,,,2.4301,679900,,,2.3526,0,4,92104
