month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202011,94116,"san francisco, ca",1506,1875,-47,-1102,73.895291,81.1493551095169,66.64122719987789,35.5,0.6904761904761905,14.5,-0.29000000000000004,-14.5,-21,0.13848292737181644,0.38516929956167445,1.4425,1450000,0,0.07090103397341219,4.1518,0,13,94116
202012,94116,"san francisco, ca",1506,2419,-544,-639,70.779146,81.8275981125561,59.73069398089539,41.5,0.16901408450704225,6,-0.46794871794871795,-36.5,-22.5,-0.06658480769042896,-0.007256964737969884,1.2576,1399000,-0.03517241379310343,0.06428299733739062,4.1025,0,13,94116
202103,94116,"san francisco, ca",1506,1343,-335,-916,78.061722,92.27497951699114,63.84846474971714,13,-0.39534883720930236,-8.5,-0.6060606060606061,-20,-35,-0.11505235138675662,0.365823258937797,1.345,1548000,0.11527377521613835,0.13656387665198233,4.3404,1,13,94116
202104,94116,"san francisco, ca",1506,1951,-608,-878,71.923062,80.38001791068021,63.466105984503365,23,0.7692307692307692,10,-0.4945054945054945,-22.5,-17,0.006151445660653954,0.6467474578632122,1.3562,1342000,-0.13307493540051685,-0.07256392536281964,3.6062,0,13,94116
202105,94116,"san francisco, ca",1506,2716,-765,-2122,65.774038,87.26422327863824,44.28385216991259,15,-0.34782608695652173,-8,-0.7,-35,-22,-0.32498731179157503,-0.26165803108808283,0.9809,1495000,0.11400894187779431,0,3.9352,1,13,94116
202106,94116,"san francisco, ca",1506,4042,-1326,-3689,58.37091,80.49870890661734,36.24311095695071,20.5,0.3666666666666667,5.5,-0.30508474576271183,-9,-15,-0.2332832080200502,-0.3810704432591503,0.8642,1497500,0.0016722408026756952,-0.05071315372424723,3.8896,0,13,94116
202107,94116,"san francisco, ca",1506,2722,1320,-1940,64.337565,83.77926421404682,44.89586500456066,20.5,0,0,-0.16326530612244894,-4,-16,0.07394701857081043,-0.1478460414079309,1.0281,1316500,-0.12086811352253757,-0.1694006309148265,3.4195,1,13,94116
202108,94116,"san francisco, ca",1506,3307,-585,-2711,61.072842,67.34282234738926,54.802861927233984,31.5,0.5365853658536586,11,1.1,16.5,-6,0.06918582145622354,-0.1407233091663047,1.2155,1291500,-0.01898974553740984,-0.19180225281602004,3.3945,1,13,94116
202109,94116,"san francisco, ca",1506,2135,1172,-218,67.805045,94.21440510560704,41.39568454642152,15,-0.5238095238095238,-16.5,-0.34782608695652173,-8,-26.5,-0.23115739653061074,-0.07568558449772855,0.9833,1437000,0.11265969802555165,-0.07080504364694473,3.7816,0,13,94116
202110,94116,"san francisco, ca",1506,4337,-2202,-2509,55.859699,71.6907045231443,40.0286944045911,35,1.3333333333333335,20,0.6666666666666667,14,-8,-0.044381172899344845,-0.031205118161639844,0.9534,1388000,-0.03409881697981909,-0.04275862068965519,3.6526,1,13,94116
